"ACCOUNT:","WES004 - WEST COAST FISH & CHIPS"
"ACCOUNT CURRENCY:","Local"
"DISPLAY CURRENCY:","Local"
"CURRENT BALANCE:","28772.47"
"UD PAY/CHEQUES:","0.00"
"CREDIT CLAIMS:","0.00"
"TOTAL EXCLUDING UD/CLAIMS:","0.00"
"SORT ORDER:","DOCUMENT DATE"
"YEAR:","CURRENT"
"INCLUDE:","UD PAYMENTS, UD CHEQUES, CREDIT CLAIMS"
"EXCLUDE:","ALLOCATION DETAIL"

"LINE","PERIOD","DOCNO","ENTRY","DATE","INVNO","CUSTOMER/BANK REF","ORDER","REFERENCE","AMOUNT","BALANCE"
"1","","","","","","BALANCE B/F:","","","0.00","0.00"
"2","10","00048117","Invoice","05/12/2025","","DN-21189","00012689","WEST COAST FISH & CHIPS","2800.00","2800.00"
"3","10","00042602","Payment","11/12/2025","","TRANSF | STAT 121","","WEST COAST FISH & CHIPS","-2800.00","0.00"
"4","10","00048260","Invoice","13/12/2025","","DN#20927","","WEST COAST FISH & CHIPS","2520.00","2520.00"
"5","10","00048361","Invoice","18/12/2025","","DN#21429","","WEST COAST FISH & CHIPS","2640.01","5160.01"
"6","10","00048364","Invoice","18/12/2025","","DN#21429 EMPTIES","","WEST COAST FISH & CHIPS","2415.00","7575.01"
"7","10","00014118","Crd Note","19/12/2025","","DN#21429 EMPTIES","","WEST COAST FISH & CHIPS","-2415.00","5160.01"
"8","10","00014122","Crd Note","19/12/2025","","DN#21720-EMPTY","","WEST COAST FISH & CHIPS","-1207.50","3952.51"
"9","10","00048377","Invoice","19/12/2025","","DN#21720","","WEST COAST FISH & CHIPS","3320.00","7272.51"
"10","10","00048380","Invoice","19/12/2025","","DN#21720-EMPTY","","WEST COAST FISH & CHIPS","1207.50","8480.01"
"11","10","00042761","Payment","20/12/2025","","TRANSF | STAT 121","","WEST COAST FISH & CHIPS","-8480.00","0.01"
"12","10","00042825","Payment","30/12/2025","","TRANSF | STAT 121","","WEST COAST FISH & CHIPS","-1600.11","-1600.10"
