batch_id,post_date,journal_type,consolidated_amount,ref_doc_no,ref_discount_amount,evidence_source,review_required,notes
BATCH-2024-03-26,2024-03-26,DISCOUNT_ALLOWED,-506.36,CONSOLIDATED,-506.36,remittance_advice,false,"Catch-up batch: many late-2023 docs at 100% (no discount). ALREADY PAID R3,598.81 on doc 23075 residual.; ERP gross +R3,575.49 vs remittance"
BATCH-2024-03-26,2024-03-26,DISCOUNT_ALLOWED,-506.36,00028766,215.63,remittance_advice,false,
BATCH-2024-03-26,2024-03-26,DISCOUNT_ALLOWED,-506.36,00028765,268.31,remittance_advice,false,
BATCH-2024-03-26,2024-03-26,DISCOUNT_ALLOWED,-506.36,00007332,-215.63,remittance_advice,false,
BATCH-2024-03-26,2024-03-26,DISCOUNT_ALLOWED,-506.36,00029140,366.25,remittance_advice,false,
BATCH-2024-03-26,2024-03-26,DISCOUNT_ALLOWED,-506.36,00007410,-457.13,remittance_advice,false,
BATCH-2024-03-26,2024-03-26,DISCOUNT_ALLOWED,-506.36,00029889,284.08,remittance_advice,false,
BATCH-2024-03-26,2024-03-26,DISCOUNT_ALLOWED,-506.36,00029890,448.50,remittance_advice,false,
BATCH-2024-03-26,2024-03-26,DISCOUNT_ALLOWED,-506.36,00007547,-403.65,remittance_advice,false,
BATCH-2024-04-26,2024-04-26,DISCOUNT_ALLOWED,-375.10,CONSOLIDATED,-375.10,remittance_advice,false,Link receipt TBD; LINKED
BATCH-2024-04-26,2024-04-26,DISCOUNT_ALLOWED,-375.10,00030762,375.10,remittance_advice,false,
BATCH-2024-04-26,2024-04-26,DISCOUNT_ALLOWED,-375.10,00030763,598.00,remittance_advice,false,
BATCH-2024-04-26,2024-04-26,DISCOUNT_ALLOWED,-375.10,00007848,-598.00,remittance_advice,false,
BATCH-2024-05-27,2024-05-27,DISCOUNT_ALLOWED,-300.54,CONSOLIDATED,-300.54,remittance_advice,false,Link receipt TBD; LINKED
BATCH-2024-05-27,2024-05-27,DISCOUNT_ALLOWED,-300.54,00031404,270.64,remittance_advice,false,
BATCH-2024-05-27,2024-05-27,DISCOUNT_ALLOWED,-300.54,00031405,448.50,remittance_advice,false,
BATCH-2024-05-27,2024-05-27,DISCOUNT_ALLOWED,-300.54,00008120,-418.60,remittance_advice,false,
BATCH-2024-06-26,2024-06-26,DISCOUNT_ALLOWED,-956.28,CONSOLIDATED,-956.28,remittance_advice,false,ERP gross +R806.27 vs remittance
BATCH-2024-06-26,2024-06-26,DISCOUNT_ALLOWED,-956.28,00031907,266.94,remittance_advice,false,
BATCH-2024-06-26,2024-06-26,DISCOUNT_ALLOWED,-956.28,00031908,448.50,remittance_advice,false,
BATCH-2024-06-26,2024-06-26,DISCOUNT_ALLOWED,-956.28,00008324,-418.60,remittance_advice,false,
BATCH-2024-06-26,2024-06-26,DISCOUNT_ALLOWED,-956.28,00032419,448.90,remittance_advice,false,
BATCH-2024-06-26,2024-06-26,DISCOUNT_ALLOWED,-956.28,00032425,702.65,remittance_advice,false,
BATCH-2024-06-26,2024-06-26,DISCOUNT_ALLOWED,-956.28,00008530,-478.40,remittance_advice,false,
BATCH-2024-06-26,2024-06-26,DISCOUNT_ALLOWED,-956.28,00008700,-13.71,remittance_advice,false,
BATCH-2024-07-26,2024-07-26,DISCOUNT_ALLOWED,-429.16,CONSOLIDATED,-429.16,remittance_advice,false,ERP gross +R895.13 vs remittance
BATCH-2024-07-26,2024-07-26,DISCOUNT_ALLOWED,-429.16,00008913,-627.90,remittance_advice,false,
BATCH-2024-07-26,2024-07-26,DISCOUNT_ALLOWED,-429.16,00033277,384.31,remittance_advice,false,
BATCH-2024-07-26,2024-07-26,DISCOUNT_ALLOWED,-429.16,00033278,672.75,remittance_advice,false,
BATCH-2024-08-26,2024-08-26,DISCOUNT_ALLOWED,-543.52,CONSOLIDATED,-543.52,remittance_advice,false,ERP gross +R598.00 vs remittance
BATCH-2024-08-26,2024-08-26,DISCOUNT_ALLOWED,-543.52,00033800,218.12,remittance_advice,false,
BATCH-2024-08-26,2024-08-26,DISCOUNT_ALLOWED,-543.52,00034342,340.35,remittance_advice,false,
BATCH-2024-08-26,2024-08-26,DISCOUNT_ALLOWED,-543.52,00034343,478.40,remittance_advice,false,
BATCH-2024-08-26,2024-08-26,DISCOUNT_ALLOWED,-543.52,00009426,-493.35,remittance_advice,false,
BATCH-2024-09-26,2024-09-26,DISCOUNT_ALLOWED,233.10,CONSOLIDATED,233.10,remittance_advice,true,Net negative discount — CN reversals exceed invoice discounts; cash exceeds gross payable.; ERP gross +R233.10 vs remittance
BATCH-2024-09-26,2024-09-26,DISCOUNT_ALLOWED,233.10,00009393,-523.25,remittance_advice,false,
BATCH-2024-09-26,2024-09-26,DISCOUNT_ALLOWED,233.10,00035091,290.15,remittance_advice,false,
BATCH-2024-09-26,2024-09-26,DISCOUNT_ALLOWED,233.10,00035092,568.10,remittance_advice,false,
BATCH-2024-09-26,2024-09-26,DISCOUNT_ALLOWED,233.10,00009769,-568.10,remittance_advice,false,
BATCH-2024-10-26,2024-10-26,DISCOUNT_ALLOWED,-983.04,CONSOLIDATED,-983.04,remittance_advice,false,Link receipt TBD; LINKED
BATCH-2024-10-26,2024-10-26,DISCOUNT_ALLOWED,-983.04,00036005,385.04,remittance_advice,false,
BATCH-2024-10-26,2024-10-26,DISCOUNT_ALLOWED,-983.04,00036006,598.00,remittance_advice,false,
BATCH-2024-11-26,2024-11-26,DISCOUNT_ALLOWED,-552.04,CONSOLIDATED,-552.04,remittance_advice,false,ERP gross +R500.01 vs remittance
BATCH-2024-11-26,2024-11-26,DISCOUNT_ALLOWED,-552.04,00036926,525.92,remittance_advice,false,
BATCH-2024-11-26,2024-11-26,DISCOUNT_ALLOWED,-552.04,00037189,526.13,remittance_advice,false,
BATCH-2024-11-26,2024-11-26,DISCOUNT_ALLOWED,-552.04,00010617,-427.50,remittance_advice,false,
BATCH-2024-11-26,2024-11-26,DISCOUNT_ALLOWED,-552.04,00010189,-640.28,remittance_advice,false,
BATCH-2024-11-26,2024-11-26,DISCOUNT_ALLOWED,-552.04,00037817,507.40,remittance_advice,false,
BATCH-2024-11-26,2024-11-26,DISCOUNT_ALLOWED,-552.04,00037818,517.50,remittance_advice,false,
BATCH-2024-11-26,2024-11-26,DISCOUNT_ALLOWED,-552.04,00011003,-457.13,remittance_advice,false,
BATCH-2024-12-27,2024-12-27,DISCOUNT_ALLOWED,-310.37,CONSOLIDATED,-310.37,remittance_advice,false,Link receipt TBD; LINKED
BATCH-2024-12-27,2024-12-27,DISCOUNT_ALLOWED,-310.37,00038582,871.00,remittance_advice,false,
BATCH-2024-12-27,2024-12-27,DISCOUNT_ALLOWED,-310.37,00011320,-560.63,remittance_advice,false,
