"ACCOUNT:","CAP000 - CAPITOL CATERERS SELECT (PTY)"
"ACCOUNT CURRENCY:","Local"
"DISPLAY CURRENCY:","Local"
"CURRENT BALANCE:","70773.28"
"UD PAY/CHEQUES:","0.00"
"CREDIT CLAIMS:","0.00"
"TOTAL EXCLUDING UD/CLAIMS:","48267.34"
"SORT ORDER:","DOCUMENT DATE"
"YEAR:","2023 FEBRUARY"

"LINE","PERIOD","DOCNO","ENTRY","DATE","INVNO","CUSTOMER/BANK REF","ORDER","REFERENCE","AMOUNT","BALANCE"
"1","","","","","","BALANCE B/F:","","","0.00","0.00"
"2","05","00003752","Crd Note","23/07/2022","00014689","PRICE WENT OFF","","CAPITOL CATERERS SELECT (PTY)","-1628.40","-1628.40"
"3","05","00014689","Invoice","23/07/2022","00014689","D/N 1919","00000456","CAPITOL CATERERS SELECT (PTY)","1628.40","0.00"
"4","05","00014690","Invoice","23/07/2022","00014690","D/N 1919.","00000460","CAPITOL CATERERS SELECT (PTY)","1596.00","1596.00"
"5","06","00014977","Invoice","09/08/2022","00014977","D/N 93","00000745","CAPITOL CATERERS SELECT (PTY)","1624.50","3220.50"
"6","06","00015344","Invoice","27/08/2022","00015344","D/N 2025","00001120","CAPITOL CATERERS SELECT (PTY)","1624.50","4845.00"
"7","07","00015846","Payment","30/08/2022","00014690","TRANSF | STAT83","","FNB OB PMT            CAPITOL","-1596.00","3249.00"
"8","07","00015799","Invoice","26/09/2022","00015799","D/N 2476","00001595","CAPITOL CATERERS SELECT (PTY)","1566.30","4815.30"
"9","08","00016210","Payment","30/09/2022","00014977","TRANSF | STAT84","","FNB OB PMT            CAPITOL","-1624.50","3190.80"
"10","08","00016210","Payment","30/09/2022","00015344","TRANSF | STAT84","","FNB OB PMT            CAPITOL","-1624.50","1566.30"
"11","08","00016016","Invoice","12/10/2022","00016016","D/N 2366","00001814","CAPITOL CATERERS SELECT (PTY)","2166.00","3732.30"
"12","09","00016652","Payment","31/10/2022","00015799","TRANSF | STAT85","","FNB OB PMT            CAPITOL","-1566.30","2166.00"
"13","09","00004295","Crd Note","16/11/2022","00016473","D/N 2521","","CAPITOL CATERERS SELECT (PTY)","-1576.06","589.94"
"14","09","00016473","Invoice","16/11/2022","00016473","D/N 2521","00002280","CAPITOL CATERERS SELECT (PTY)","1576.06","2166.00"
"15","09","00016477","Invoice","17/11/2022","00016477","D/N 2568","00002285","CAPITOL CATERERS SELECT (PTY)","1514.55","3680.55"
"16","09","00016609","Invoice","28/11/2022","00016609","MAKRO PMB D/N 2549","00002417","CAPITOL CATERERS SELECT (PTY)","3981.61","7662.16"
"17","10","00017049","Payment","30/11/2022","00016016","TRANSF | STAT86","","FNB OB PMT CAPITOL CATERERS SE","-2166.00","5496.16"
"18","09","00016710","Invoice","06/12/2022","00016710","D/N 2682","00002526","CAPITOL CATERERS SELECT (PTY)","1576.06","7072.22"
"19","10","00016768","Invoice","09/12/2022","00016768","D/N 2733","00002583","CAPITOL CATERERS SELECT (PTY)","4101.12","11173.34"
"20","10","00016993","Invoice","22/12/2022","00016993","D/N 2826","00002822","CAPITOL CATERERS SELECT (PTY)","1623.36","12796.70"
"21","10","00017026","Invoice","23/12/2022","00017026","D/N 2829","00002840","CAPITOL CATERERS SELECT (PTY)","4101.12","16897.82"
"22","10","00017491","Payment","23/12/2022","00016477","TRANSF | STAT86","","FNB OB PMT CAPITOL CATERERS SE","-1514.55","15383.27"
"23","10","00017128","Invoice","31/12/2022","00017128","D/N 2941","00002957","CAPITOL CATERERS SELECT (PTY)","4101.12","19484.39"
"24","11","00017139","Invoice","31/12/2022","00017139","D/N 2941 EMPTIES","00002977","CAPITOL CATERERS SELECT (PTY)","1794.00","21278.39"
"25","11","00004451","Crd Note","09/01/2023","00017220","ORDER NUMBER","","CAPITOL CATERERS SELECT (PTY)","-9807.88","11470.51"
"26","11","00017219","Invoice","09/01/2023","00017219","D/N 2990","00003055","CAPITOL CATERERS SELECT (PTY)","1663.83","13134.34"
"27","11","00017220","Invoice","09/01/2023","00017220","D/N 2991 HILTON","00003056","CAPITOL CATERERS SELECT (PTY)","9807.88","22942.22"
"28","11","00017225","Invoice","09/01/2023","00017225","D/N 2991 HILTON HL09","00003061","CAPITOL CATERERS SELECT (PTY)","9807.88","32750.10"
"29","11","00017227","Invoice","09/01/2023","00017227","D/N 2991 EMPTIES","00003063","CAPITOL CATERERS SELECT (PTY)","1794.00","34544.10"
"30","11","00017327","Invoice","09/01/2023","00017327","D/N 2991 EMPTIES HIL","00003168","CAPITOL CATERERS SELECT (PTY)","1794.00","36338.10"
"31","11","00004478","Crd Note","19/01/2023","00017227","D/N 3068 EMPTIES","","CAPITOL CATERERS SELECT (PTY)","-1794.00","34544.10"
"32","11","00004479","Crd Note","19/01/2023","00017139","D/N 3068 EMPTIES","","CAPITOL CATERERS SELECT (PTY)","-1794.00","32750.10"
"33","11","00017423","Invoice","30/01/2023","00017423","D/N 3233","00003262","CAPITOL CATERERS SELECT (PTY)","1663.83","34413.93"
"34","12","00017440","Invoice","01/02/2023","00017440","D/N 3109 MAK 36","00003283","CAPITOL CATERERS SELECT (PTY)","4203.38","38617.31"
"35","12","00017711","Invoice","21/02/2023","00017711","D/N 3321","00003557","CAPITOL CATERERS SELECT (PTY)","1594.35","40211.66"
"36","12","00017712","Invoice","21/02/2023","00017712","D/N 3325","00003560","CAPITOL CATERERS SELECT (PTY)","4027.84","44239.50"
"37","12","00018036","Invoice","01/03/2023","00018036","D/N 3355","00003916","CAPITOL CATERERS SELECT (PTY)","4027.84","48267.34"
"TOTAL TRANSACTIONS: 48267.34","","","","","","","","","",""
