"ACCOUNT:","WO0001 - L3 CASH AND CARRY"
"ACCOUNT CURRENCY:","Local"
"DISPLAY CURRENCY:","Local"
"CURRENT BALANCE:","88768.73"
"UD PAY/CHEQUES:","0.00"
"CREDIT CLAIMS:","0.00"
"TOTAL EXCLUDING UD/CLAIMS:","0.00"
"SORT ORDER:","DOCUMENT DATE"
"YEAR:","2023 FEBRUARY"
"EXCLUDE:","ALLOCATION DETAIL"

"LINE","PERIOD","DOCNO","ENTRY","DATE","INVNO","CUSTOMER/BANK REF","ORDER","REFERENCE","AMOUNT","BALANCE"
"1","","","","","","BALANCE B/F:","","","6209.79","6209.79"
"2","01","00012464","Invoice","04/03/2022","","","00000232","L3 CASH AND CARRY","11723.76","17933.55"
"3","01","00012465","Invoice","04/03/2022","","","","L3 CASH AND CARRY","13455.00","31388.55"
"4","01","00003295","Crd Note","05/03/2022","","","","L3 CASH AND CARRY","-13455.00","17933.55"
"5","01","00012930","Payment","05/03/2022","","TRANSF | STAT197","","FNB APP PAYMENT FROM WO 0001","-11723.76","6209.79"
"6","01","00012581","Invoice","15/03/2022","","","00000250","L3 CASH AND CARRY","11826.60","18036.39"
"7","01","00012597","Invoice","15/03/2022","","","","L3 CASH AND CARRY","13800.00","31836.39"
"8","01","00003334","Crd Note","16/03/2022","","","","L3 CASH AND CARRY","-13800.00","18036.39"
"9","01","00013243","Payment","16/03/2022","","TRANSF | STAT197","","FNB APP PAYMENT FROM WO 0001","-11826.60","6209.79"
"10","01","00012686","Invoice","25/03/2022","","","","L3 CASH AND CARRY","5733.31","11943.10"
"11","01","00013256","Payment","25/03/2022","","TRANSF | STAT197","","FNB APP PAYMENT FROM WO 0001","-5733.31","6209.79"
"12","02","00012824","Invoice","06/04/2022","","","","L3 CASH AND CARRY","10179.86","16389.65"
"13","02","00012825","Invoice","06/04/2022","","","","L3 CASH AND CARRY","12075.00","28464.65"
"14","02","00003360","Crd Note","07/04/2022","","","","L3 CASH AND CARRY","-12075.00","16389.65"
"15","02","00013548","Payment","07/04/2022","","TRANSF | STAT198","","FNB APP PAYMENT FROM  WO 0001","-10179.86","6209.79"
"16","02","00003384","Crd Note","16/04/2022","","","","L3 CASH AND CARRY","-11993.52","-5783.73"
"17","02","00003387","Crd Note","16/04/2022","","","","L3 CASH AND CARRY","-11993.47","-17777.20"
"18","02","00003389","Crd Note","16/04/2022","","","","L3 CASH AND CARRY","-12420.00","-30197.20"
"19","02","00012972","Invoice","16/04/2022","","","","L3 CASH AND CARRY","11993.52","-18203.68"
"20","02","00012973","Invoice","16/04/2022","","","","L3 CASH AND CARRY","11993.47","-6210.21"
"21","02","00012982","Invoice","16/04/2022","","","","L3 CASH AND CARRY","12420.00","6209.79"
"22","02","00012987","Invoice","16/04/2022","","","","L3 CASH AND CARRY","11518.57","17728.36"
"23","02","00012989","Invoice","16/04/2022","","","","L3 CASH AND CARRY","12420.00","30148.36"
"24","02","00003400","Crd Note","19/04/2022","","","","L3 CASH AND CARRY","-12420.00","17728.36"
