"ACCOUNT:","MON001 - SHORTEN INTERNATIONAL 66 ON MONZALI"
"ACCOUNT CURRENCY:","Local"
"DISPLAY CURRENCY:","Local"
"CURRENT BALANCE:","2717.79"
"UD PAY/CHEQUES:","0.00"
"CREDIT CLAIMS:","0.00"
"TOTAL EXCLUDING UD/CLAIMS:","0.00"
"SORT ORDER:","DOCUMENT DATE"
"YEAR:","CURRENT"
"INCLUDE:","UD PAYMENTS, UD CHEQUES, CREDIT CLAIMS"
"EXCLUDE:","ALLOCATION DETAIL"

"LINE","PERIOD","DOCNO","ENTRY","DATE","INVNO","CUSTOMER/BANK REF","ORDER","REFERENCE","AMOUNT","BALANCE"
"1","","","","","","BALANCE B/F:","","","-3075.23","-3075.23"
"2","02","00032911","Invoice","08/06/2024","","DN#9057","","SHORTEN INTERNATIONAL 66 ON MO","5295.11","2219.88"
"3","02","00008743","Crd Note","10/06/2024","","00032912","","SHORTEN INTERNATIONAL 66 ON MO","-2704.00","-484.12"
"4","02","00032912","Invoice","10/06/2024","","32905- EMPTY","","SHORTEN INTERNATIONAL 66 ON MO","2392.00","1907.88"
"5","02","00009078","Crd Note","28/06/2024","","00032911","","SHORTEN INTERNATIONAL 66 ON MO","-1745.02","162.86"
"6","02","00045158","Payment","11/07/2024","","TRANSF | STAT 104","","SHORTEN INTERNATIONAL 66 ON MO","-2628.79","-2465.93"
"7","02","00037379","Payment","06/03/2025","","TRANSF | STAT 112","","SHORTEN INTERNATIONAL 66 ON MO","-2816.83","-5282.76"
"8","02","00012210","Crd Note","07/04/2025","","DN#4470-EMPTY","","SHORTEN INTERNATIONAL 66 ON MO","-2415.00","-7697.76"
"9","02","00042053","Invoice","07/04/2025","","DN#4470","","SHORTEN INTERNATIONAL 66 ON MO","2751.58","-4946.18"
"10","02","00042054","Invoice","07/04/2025","","DN#4470-EMPTY","","SHORTEN INTERNATIONAL 66 ON MO","2415.00","-2531.18"
"11","02","00012272","Crd Note","14/04/2025","","DN#13062-EMPTY","","SHORTEN INTERNATIONAL 66 ON MO","-2415.00","-4946.18"
"12","02","00038126","Payment","14/04/2025","","TRANSF | STAT 113","","SHORTEN INTERNATIONAL 66 ON MO","-2751.58","-7697.76"
"13","02","00042251","Invoice","14/04/2025","","DN#13062","","SHORTEN INTERNATIONAL 66 ON MO","2751.58","-4946.18"
"14","02","00042252","Invoice","14/04/2025","","DN#13062-EMPTY","","SHORTEN INTERNATIONAL 66 ON MO","2415.00","-2531.18"
"15","02","00038667","Payment","13/05/2025","","TRANSF | STAT 114","","SHORTEN INTERNATIONAL 66 ON MO","-2751.58","-5282.76"
"16","02","00012663","Crd Note","09/06/2025","","DN#12360-EMPTY","","SHORTEN INTERNATIONAL 66 ON MO","-4830.00","-10112.76"
"17","02","00043719","Invoice","09/06/2025","","DN#12360","","SHORTEN INTERNATIONAL 66 ON MO","5579.98","-4532.78"
"18","02","00043720","Invoice","09/06/2025","","DN#12360-EMPTY","","SHORTEN INTERNATIONAL 66 ON MO","4830.00","297.22"
"19","02","00040111","Payment","07/07/2025","","TRANSF | STAT 116","","SHORTEN INTERNATIONAL 66 ON MO","-5579.98","-5282.76"
"20","02","00044648","Invoice","08/07/2025","","DN#12178","","SHORTEN INTERNATIONAL 66 ON MO","2668.48","-2614.28"
"21","02","00044649","Invoice","08/07/2025","","DN#12178-EMPTY","","SHORTEN INTERNATIONAL 66 ON MO","2415.00","-199.28"
"22","02","00012941","Crd Note","09/07/2025","","DN#12178-EMPTY","","SHORTEN INTERNATIONAL 66 ON MO","-2415.00","-2614.28"
"23","02","00045879","Invoice","25/08/2025","","DN#20545","","SHORTEN INTERNATIONAL 66 ON MO","2611.08","-3.20"
"24","02","00045880","Invoice","25/08/2025","","DN#20545-EMPTY","","SHORTEN INTERNATIONAL 66 ON MO","2415.00","2411.80"
"25","02","00013305","Crd Note","26/08/2025","","DN#20545-EMPTY","","SHORTEN INTERNATIONAL 66 ON MO","-2415.00","-3.20"
"26","02","00013317","Crd Note","26/08/2025","","D/N20553","","SHORTEN INTERNATIONAL 66 ON MO","-2415.00","-2418.20"
"27","02","00045915","Invoice","26/08/2025","","","","SHORTEN INTERNATIONAL 66 ON MO","2611.08","192.88"
"28","02","00045916","Invoice","26/08/2025","","D/N20553","","SHORTEN INTERNATIONAL 66 ON MO","2415.00","2607.88"
"29","02","00040894","Payment","29/08/2025","","TRANSF | STAT 117","","SHORTEN INTERNATIONAL 66 ON MO","-5222.16","-2614.28"
"30","02","00041246","Payment","17/09/2025","","TRANSF | STAT 118","","SHORTEN INTERNATIONAL 66 ON MO","-2668.48","-5282.76"
"31","02","00013650","Crd Note","09/10/2025","","DN#20703-EMPTY","","SHORTEN INTERNATIONAL 66 ON MO","-2415.00","-7697.76"
"32","02","00046978","Invoice","09/10/2025","","DN#20703","","SHORTEN INTERNATIONAL 66 ON MO","2500.38","-5197.38"
"33","02","00046979","Invoice","09/10/2025","","DN#20703-EMPTY","","SHORTEN INTERNATIONAL 66 ON MO","2415.00","-2782.38"
"34","02","00013835","Crd Note","10/11/2025","","DN#20814-EMPTY","","SHORTEN INTERNATIONAL 66 ON MO","-2415.00","-5197.38"
"35","02","00047587","Invoice","10/11/2025","","DN#20814","","SHORTEN INTERNATIONAL 66 ON MO","2452.38","-2745.00"
"36","02","00047588","Invoice","10/11/2025","","DN#20814-EMPTY","","SHORTEN INTERNATIONAL 66 ON MO","2415.00","-330.00"
"37","02","00042302","Payment","19/11/2025","","TRANSF | STAT 120","","SHORTEN INTERNATIONAL 66 ON MO","-2452.38","-2782.38"
"38","02","00014184","Crd Note","30/12/2025","","DN#20961-EMPTY","","SHORTEN INTERNATIONAL 66 ON MO","-2415.00","-5197.38"
"39","02","00048540","Invoice","30/12/2025","","DN#20961","","SHORTEN INTERNATIONAL 66 ON MO","2464.52","-2732.86"
"40","02","00048541","Invoice","30/12/2025","","DN#20961-EMPTY","","SHORTEN INTERNATIONAL 66 ON MO","2415.00","-317.86"
"41","02","00052130","Invoice","27/01/2026","","","","SHORTEN INTERNATIONAL 66 ON MO","960.00","642.14"
"42","02","00043248","Payment","03/02/2026","","TRANSF | STAT 123","","SHORTEN INTERNATIONAL 66 ON MO","-2464.52","-1822.38"
"43","02","00049460","Invoice","26/02/2026","","DN#21803","","SHORTEN INTERNATIONAL 66 ON MO","2508.01","685.63"
"44","02","00049461","Invoice","26/02/2026","","DN#21803-EMPTY","","SHORTEN INTERNATIONAL 66 ON MO","2415.00","3100.63"
"45","02","00014512","Crd Note","28/02/2026","","DN#21803-EMPTY","","SHORTEN INTERNATIONAL 66 ON MO","-2415.00","685.63"
"46","02","00043557","Payment","05/03/2026","","TRANSF | STAT 124","","SHORTEN INTERNATIONAL 66 ON MO","-2508.01","-1822.38"
"47","02","00014710","Crd Note","02/04/2026","","DN-21861-EMPTY","","SHORTEN INTERNATIONAL 66 ON MO","-2415.00","-4237.38"
"48","02","00050072","Invoice","02/04/2026","","DN-21861","","SHORTEN INTERNATIONAL 66 ON MO","2527.19","-1710.19"
"49","02","00050073","Invoice","02/04/2026","","DN-21861-EMPTY","","SHORTEN INTERNATIONAL 66 ON MO","2415.00","704.81"
"50","02","00050097","Invoice","02/04/2026","","DN#21861- EXTRA SV","","SHORTEN INTERNATIONAL 66 ON MO","2615.10","3319.91"
"51","02","00043928","Payment","08/04/2026","","TRANSF | STAT 125","","SHORTEN INTERNATIONAL 66 ON MO","-2527.19","792.72"
"52","02","00014792","Crd Note","16/04/2026","","FAULTY RETURN","","SHORTEN INTERNATIONAL 66 ON MO","-1706.03","-913.31"
"53","02","00014803","Crd Note","24/04/2026","","DN-22341-EMPTY","","SHORTEN INTERNATIONAL 66 ON MO","-2415.00","-3328.31"
